Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
125,1,19,9,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,B,2,6,0
125,1,19,10,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,3,0,B,1,3,1
125,1,19,11,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Itdoesnotcauseautism,Vaccinescauseautism,1,2,6,1
125,1,19,12,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,theyneedawarant,,B,2,4,0
125,1,19,13,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",2000,,B,E,1,0
125,1,19,14,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,1,2,6,0
125,1,19,15,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,1,2,6,0
125,1,19,16,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,5,,B,E,1,0
125,1,19,17,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Milk,,B,E,2,0
125,1,19,18,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,20,B,2,6,1
125,1,19,19,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Theleaderhessitatingtocounternoutbreak,Anoutbreakcausedbyaflood,1,2,6,1
125,1,19,20,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,20,,1,E,1,0
125,1,19,21,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,,,B,B,1,0
125,1,19,22,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,2million,,B,E,3,0
125,1,19,23,Repeated,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,PresidentClinton,,B,2,5,0
125,1,19,24,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Topreventwiplash,Tobreakthewindowsifneeded,E,2,6,1
125,1,19,25,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Football,,B,1,3,0
125,1,19,26,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Toprotestkeepingchildrenawayfromtheirfamilies,0,B,2,6,1
125,1,19,27,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,,1,2,5,0
125,1,19,28,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2000,0,B,E,4,1
125,1,19,29,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,,,B,B,1,0
125,1,19,30,Repeated,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Itwillincreasesnowingbutitwontpreventthespeedatwichthesnowmelts,,B,2,6,0
125,1,19,31,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,around200,,B,E,2,0
125,1,19,32,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,PresidentClinton,,B,2,4,0
125,1,19,33,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,Solar,1,2,6,1
125,1,19,34,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Hesignedlessthnanyotherpresident,Hesignedmorethananyotherpresiden,1,2,4,1
125,1,19,35,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Theyaretestedwihpedestrians,,B,2,4,0
125,1,19,36,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,2ed,B,2,6,1
125,1,19,37,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",anasteroid,,1,2,6,0
125,1,19,38,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,17,0,B,E,4,1
125,1,19,39,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,B,B,1,0
125,1,19,40,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,cities,houseowners,B,2,6,1
125,1,19,41,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",certainbuisnessowners,,B,E,3,0
125,1,19,42,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,,,B,B,1,0
125,1,19,43,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,amillion,,B,2,3,0
125,1,19,44,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,E,2,3,0
125,1,19,45,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theyprotestedagainstit,Theywantedthewall,1,2,5,1
125,1,19,46,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,win,B,2,6,1
125,1,19,47,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,everyyear,,B,2,2,0
125,1,19,48,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",Itproducesmorethanituses,Imessedupitusedmorethanitproduce,A,A,1,1
125,1,19,49,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,gettingavaccine,stayinghydrated,E,2,6,1
125,1,19,50,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,itincreasedby15,,B,2,3,0
125,1,19,51,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alchohol,marjiwana,B,2,6,1
125,1,19,52,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Heunlikelytorunforpresident,,B,2,5,0
125,1,19,53,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,theearenograndmastersinamerica,B,2,6,1
125,1,19,54,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,heisprolife,Heisprochoice,1,2,6,1
125,1,19,55,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",cutfunding,0,B,2,6,1
125,1,19,56,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,Millions,,B,E,3,0
125,1,19,57,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",80,34,1,E,3,1
125,1,19,58,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Thereisnoevidence,Thereissomeevidencethattherewasfraud,1,2,6,1
125,1,19,59,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,,,B,B,1,0
125,1,19,60,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,2017,B,2,6,1
126,2,19,1,Changed_NR,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Allagesshouldrecievethfluvaccine,Onlyolderpeopleshouldrecievethefluvaccine,1,2,6,1
126,2,19,2,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Topreventgoinwhiplash,,B,2,1,0
126,2,19,3,Changed_R,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,Wed,B,2,6,1
126,2,19,4,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,1980,,B,E,1,0
126,2,19,5,Changed_NR,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,OlympicAtletes,NFLaletes,1,2,6,1
126,2,19,6,Changed_R,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,3million,,B,E,2,0
126,2,19,7,Repeated,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Byhittingpedestrians,,B,2,6,0
126,2,19,8,Repeated,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,13,,B,E,1,0
126,2,19,9,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,DonaldTrump,,B,1,2,0
126,2,19,10,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20percent,,B,2,2,0
126,2,19,11,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Oil,Windleavesthelargestcarbonfootprint,B,E,6,1
126,2,19,12,Changed_NR,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,DonaldTrump,,B,1,1,0
126,2,19,13,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,6percent,,B,E,6,0
126,2,19,14,Changed_NR,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Itdoetchangetheratethattheiceimelting,,B,2,6,0
126,2,19,15,Changed_NR,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Thathewillnotberunning,JoeBidenconfirmedthathewillberunniginthe020elections,1,2,1,1
126,2,19,16,Changed_R,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,3percent,,B,E,1,0
126,2,19,17,Control,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Smallercities,,B,A,4,0
126,2,19,18,Control,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,5,0
126,2,19,19,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Toprotest,Theyoungboywasplacedinanimalcagebyofficalsafterbeingspera,B,2,6,1
126,2,19,20,Changed_NR,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,,,B,B,1,0
126,2,19,21,Repeated,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,cheese,,B,E,4,0
126,2,19,22,Control,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Itlowersit,,B,E,3,0
126,2,19,23,Changed_NR,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,HurricaneHarvey,,B,E,2,0
126,2,19,24,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,Most,,B,E,5,0
126,2,19,25,Repeated,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,disease,,B,E,3,0
126,2,19,26,Repeated,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,PresidetClinton,,B,2,6,0
126,2,19,27,Repeated,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Gunmanufature,,B,2,4,0
126,2,19,28,Control,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,,B,2,6,0
126,2,19,29,Control,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,Thedont,,B,2,3,0
126,2,19,30,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",,,B,B,3,0
126,2,19,31,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,B,2,5,0
126,2,19,32,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,25percent,,B,E,2,0
126,2,19,33,Control,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",,,B,B,1,0
126,2,19,34,Repeated,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",nastroid,,1,2,4,0
126,2,19,35,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Medicare,,B,2,6,0
126,2,19,36,Repeated,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,5percent,,B,E,5,0
126,2,19,37,Repeated,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,B,B,1,0
126,2,19,38,Changed_R,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",Since190,,B,E,3,0
126,2,19,39,Repeated,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,36percent,,B,E,1,0
126,2,19,40,Changed_R,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,yrejectedtheidea,,B,2,5,0
126,2,19,41,Control,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",,,B,B,1,0
126,2,19,42,Control,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,18,,B,2,1,0
126,2,19,43,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,20,,1,E,2,0
126,2,19,44,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1940,,B,E,3,0
126,2,19,45,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",,,B,B,1,0
126,2,19,46,Changed_NR,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,11percent,,B,E,2,0
126,2,19,47,Control,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Togetvaccinated,,B,2,2,0
126,2,19,48,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,320,,B,E,5,0
126,2,19,49,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,1,2,3,0
126,2,19,50,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,None,,B,E,2,0
126,2,19,51,Changed_R,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Thatthereisnocorrlationbetweenthevaccineandautism,,B,2,6,0
126,2,19,52,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Hesignedthelowest,ThatDonaldTrumpsignedthemostlegislation,1,2,6,1
126,2,19,53,Repeated,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2dollars,,1,2,6,0
126,2,19,54,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,,,B,B,1,0
126,2,19,55,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Therewasnoproofofvoterfraud,Thattherewasproofofvoterfraud,1,2,1,1
126,2,19,56,Changed_NR,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Itrose,,B,E,1,0
126,2,19,57,Changed_R,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Officalsdidnottakemeasurestoprevetthespread,Anoutbreakthatcoulnothavbeenprevented,E,2,5,1
126,2,19,58,Repeated,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Withawarrent,,1,2,2,0
126,2,19,59,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,,B,2,4,0
126,2,19,60,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Hepromisedtodecreasofficals,,B,E,1,0
127,3,18,1,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,iTGIVESALLSCHOOLSSUPPLIESBUTFAVORSONEREPUBLICANDISTRICT,,B,2,5,0
127,3,18,2,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,THEOILINDUSTRY,,1,2,6,0
127,3,18,3,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1MILLION,12MILLION,1,2,6,1
127,3,18,4,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,GLOBALWARMINGWILLGENERATEMORESNOWBUTWONTBEENOUGHTOREGENRATETHEICECAPS,GLOBALWARMINGWILLCAUSEENOUGHSNOWTOREGENRATETHEMELTINGICE,1,2,6,1
127,3,18,5,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,40,B,2,4,1
127,3,18,6,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",ANASTEROID,ASECONDMOON,B,2,6,1
127,3,18,7,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",REDUCEFUNDING,,B,2,5,0
127,3,18,8,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,80,B,2,6,1
127,3,18,9,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,,THATCANADAPLACESA270TARRIFONALLEXPORTEDDAIRYPRODUCTS,E,B,1,1
127,3,18,10,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,B,2,4,0
127,3,18,11,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,EVERYYEARFORTHEPASTDECADE,NOPAYRAISESINTHEPASTTENYEARS,1,E,6,1
127,3,18,12,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,AUTOIMMUNEDISORDERS,MALARIA,B,2,6,1
127,3,18,13,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,REPRESENATIVESSUED,,B,2,5,0
127,3,18,14,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,THEFLUVACCINATION,,B,2,6,0
127,3,18,15,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,THEGREATRECESSION,BADLEADERSHIP,B,2,6,1
127,3,18,16,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,ALLAGES,ONLYOLDERPEOPLE,1,2,6,1
127,3,18,17,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,LESSTHANHALF,MORETHANHALF,B,2,6,1
127,3,18,18,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,DROPPINGABOWLINGBALL,,B,1,6,0
127,3,18,19,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,COAL,THATWINDENERGYLEAVESALARGERCARBONFOOTPRINTTHANCOAL,1,2,6,1
127,3,18,20,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,,1,2,6,0
127,3,18,21,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,B,2,4,1
127,3,18,22,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,201,B,2,6,1
127,3,18,23,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,CLINTON,OBAMA,B,2,6,1
127,3,18,24,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,,B,2,6,0
127,3,18,25,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,359,,B,E,4,0
127,3,18,26,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60BYAGE18,,B,2,6,0
127,3,18,27,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,32,B,2,6,1
127,3,18,28,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,TOPREVENTWHIP,,B,2,6,0
127,3,18,29,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,CITIS,,B,2,6,0
127,3,18,30,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,THATHEWON,THATHEWILLRUNFORPRESIDENCY,1,E,1,1
127,3,18,31,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BERNIESANDERS,,B,2,6,0
127,3,18,32,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,1,2,6,0
127,3,18,33,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,CLINTON,OBAMA,1,2,6,1
127,3,18,34,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,OBAMA,,1,2,3,0
127,3,18,35,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,PROLIFE,,B,2,6,0
127,3,18,36,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,OLYMPIANS,NFLPLAYERS,B,2,6,1
127,3,18,37,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",GUNMANUFACTURERS,GUNOWNERS,1,2,6,1
127,3,18,38,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,NRAANDPLANNEDPARENTHOOOD,THATDELTAWONTGIVEDISCOUNTSTOMEMBERSOFTHESEORGANIZATIONS,2,E,4,1
127,3,18,39,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,ANUNKNOWNOUTBREAK,,B,E,4,0
127,3,18,40,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,DROPPED25,,B,E,3,0
127,3,18,41,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,,,B,B,1,0
127,3,18,42,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",46,,B,E,3,0
127,3,18,43,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,13MILLION,23MILLION,E,E,5,1
127,3,18,44,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,,1,2,5,0
127,3,18,45,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,ALCOHOL,,1,2,5,0
127,3,18,46,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",NONE,,B,E,2,0
127,3,18,47,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",WECONSUMEMORETNWEPRODUCE,,B,2,6,0
127,3,18,48,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,61,,B,2,5,0
127,3,18,49,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,THESEPARATIONOFIMMIGRANTFAMILIESATTHEBORDER,,B,1,5,0
127,3,18,50,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,B,2,5,0
127,3,18,51,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,B,2,6,0
127,3,18,52,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,42,THATITHASNOTDROPPEDTOZEROANYTIMESSINCE1946,1,2,3,1
127,3,18,53,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,1BILION,,B,E,1,0
127,3,18,54,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,NOFRAUDDETECTED,,B,2,6,0
127,3,18,55,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,THEYARENOTRELATED,,1,2,6,0
127,3,18,56,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,WITHAWARRANT,ATANYTIME,1,2,6,1
127,3,18,57,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,50,B,2,5,1
127,3,18,58,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,,2,2,6,0
127,3,18,59,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2MILLIONDOLLARS,B,2,6,1
127,3,18,60,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HILLARYCLINTON,DONALDTRUMP,B,2,6,1
128,4,19,1,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,iFTHPOLIEOFFICIERAQUIRESAWARRANT,aPOLICEOFFIERCANCONFISCATEACITIZENSFIREARMATANYTIME,1,2,6,1
128,4,19,2,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11MILLION,32MILLION,1,2,6,1
128,4,19,3,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2016,,B,1,2,0
128,4,19,4,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,ITWENTUP15PERCENT,ITWENTUP40PERCENT,E,2,3,1
128,4,19,5,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,LESSTHANHALF,,E,2,4,0
128,4,19,6,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,PEOPLEOFALLASSHOULDGETFLUVACCINES,NA,B,2,5,1
128,4,19,7,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HILLARYCLINTON,,1,2,6,0
128,4,19,8,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",ASMALLASTEROID,ASECONDMOON,1,2,5,1
128,4,19,9,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,EVERYYEARSINCE1983,,1,2,5,0
128,4,19,10,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,THEYDONTGIVEANYDISCOUNTSTOANYORGANIZATION,PLANNEDPARENTHOODMEMBERRECIEVEDISCOUNTS,1,2,4,1
